text,language,n_words
"Δυστυχώς δεν μπορεί να βρίσκεται μαζί μας.
",el,7
"Nekritizuji tedy Komisi.
",cs,3
"Z tego powodu wstrzymałem się od głosowania.
",pl,7
"La sua esposizione ha dimostrato che egli è un profondo conoscitore della materia.
",it,13
"Kaj mislimo s tem?
",sl,4
"Το πετρέλαιο που έχει απομείνει στα εδάφη της Ευρωπαϊκής Ένωσης δεν είναι πολύ.
",el,13
"Bei diesem Betrag handelt es sich um ein Fünftel der gesamten Ausfuhrerstattungen für Rinder.
",de,14
"Poslední bod se týká závěrů.
",cs,5
"Die Materiallieferungen an den Irak wurden heute kritisiert.
",de,8
"Odgovor je jasen: reformna pogodba krepi Evropsko unijo, ne da bi pri tem onemogočala demokracijo.
",sl,15
"Na poti v København moramo spremljati vsako srečanje.
",sl,8
"(SK) Minulý týden začala v Bruselu působit Evropská nadace pro demokracii.
",cs,11
"Komission vuosikertomus koskee yhteisön oikeuden soveltamisen valvontaa.
",fi,7
"Devíamos, além disso, adoptar muitas mais medidas decisivas na detecção e perseguição judicial destes criminosos.
",pt,15
"Deuxièmement, ce nouveau vote est différent du précédent.
",fr,8
"Êtes-vous au courant de cela ?
",fr,6
"Skuteczna polityka handlowa jest instrumentem do osiągania regionalnej lub szerszej integracji.
",pl,11
"Det finns 16 individuella direktiv som avser inköp, marknadsföring och företeende av konstgödsel till salu.
",sv,14
"Bilder från dessa länder har de senaste dagarna dominerat nyheterna.
",sv,10
"Digo isto apenas para que a alegria natalícia, antecipada, seja mantida dentro dos limites.
",pt,14
"Samtidigt kräver en gemensam valuta skattedisciplin, något som alla medlemsstater måste iaktta gemensamt.
",sv,13
"Seit 1998 befasst sich dieses Haus mit dem Abgeordnetenstatut.
",de,8
"Ich möchte in diesem Zusammenhang auch den Mitarbeitern danken, die am Freitag hervorragend arbeiten.
",de,14
"Eine solche Sprache ist hetzerisch und gefährlich.
",de,7
"Tylko czasem czuję się, jakbym śnił.
",pl,6
"Gostaria de referir três pontos.
",pt,5
"Zdaj se število in velikost teh skladov povečuje zelo hitro.
",sl,10
"A dobrý začátek tady je.
",cs,5
"Wreszcie w obszarze integracji regionalnej Rada Współpracy Państw Zatoki dokonuje powolnego postępu.
",pl,12
"Alle har ret til at blive behandlet menneskeligt.
",da,8
"A questo proposito concordo pienamente con l’onorevole Swoboda.
",it,9
"miembro de la Comisión.
",es,4
"Herra de Vries, välitän asian eteenpäin.
",fi,6
"Ich rate also hier zu etwas Geduld.
",de,7
"Ich freue mich, diesen Bericht unterstützen zu können.
",de,8
"Cette question est particulièrement importante pour la Pologne.
",fr,8
"Se on viimeinen määräaika.
",fi,4
"E' quindi inammissibile che le donne si vedano penalizzate perché madri.
",it,11
"O Tribunal assinala uma acentuada redução global dos erros no âmbito da despesa agrícola.
",pt,14
"Grönbok om effektivare verkställighet av domstolsavgöranden i Europeiska unionen: Kvarstad på bankmedel (debatt)
",sv,13
"Den er et vigtigt tillæg til betænkningerne, der handler om jernbane- og flytransport.
",da,13
"Cela vaudrait la peine de développer ce sujet et d'en éclairer certaines facettes.
",fr,14
"Θα πρέπει να διεξαχθεί μια πλήρης διεθνής έρευνα.
",el,8
"Cette Europe va respirer, c’est heureux.
",fr,7
"Det er en klar forbedring i forhold til den nuværende periode på 7 dage.
",da,13
"Uresničili jih bomo z raziskavami in inovacijami na področju energetske tehnologije.
",sl,11
"Me toivomme, että voimme auttaa meidän nuoriamme ja monia muita nuoria välttämään nämä vaikeudet tulevaisuudessa.
",fi,15
"Efter Kommissionens ønske konsulterede Ministerrådet også Parlamentet, hvilket De naturligvis er bekendt med.
",da,13
"Asimismo, un número significativo de ellos son grupos importantes para el sistema.
",es,12
"(Zasedání bylo přerušeno v 13:05 a obnoveno v 15:00)
",cs,7
"Δύο είναι κυρίως οι πτυχές που ξεχωρίζουν.
",el,7
"(A acta é aprovada)
",pt,4
"Por esta razón, necesitamos una discriminación positiva en ciertas situaciones.
",es,10
"Ricordano com’era, e a che cosa ha portato.
",it,9
"(FR) Arvoisa puhemies, meidän on tänään jälleen käsiteltävä Lähi-idän karmaisevaa tilannetta.
",fi,12
"Naturalmente, también tiene sus efectos en el empleo.
",es,8
"Haverá uma reunião da delegação para o Magrebe esta tarde às 15 horas.
",pt,12
"To je nyní náš úkol.
",cs,5
"Ojalá me equivoque y acierte el colega Poos.
",es,8
"Kdo by byl ochoten půjčit Řecku ráno poté?
",cs,8
"Powinniśmy zadbać o bezpieczeństwo ludności we wszystkich krajach regionu, żyjącej w bardzo trudnych warunkach.
",pl,14
"Ruotsin puheenjohtajakausi pitää sen sijasta muistaa niistä toimista, joita on tehty laajentumisen parissa.
",fi,13
"Les ruego que apoyen estos compromisos.
",es,6
"Heute werden diese 0,7 % nur von einigen nordeuropäischen Ländern erreicht.
",de,9
"Jednak jej produkcja musi dawać godziwe i konkurencyjne zyski.
",pl,9
"Der gælder særlige bestemmelser for en uopsættelig forhandling.
",da,8
"Jeg ønsker Dem endnu en gang tillykke med betænkningen.
",da,9
"Systém střednědobé finanční pomoci platebním bilancím členských států
",cs,8
"Työelämässä toimii yhä vähemmän ihmisiä ja hekin mahdollisimman tuottavasti.
",fi,9
"Ce n'est que le premier des rendez-vous que je vous ai proposés.
",fr,14
"Tuttavia, devo togliermi un peso dallo stomaco.
",it,7
"Wir beziehen uns auf bestehendes EU-Gesetz.
",de,7
"Tack vare denna strategi kan medlemsstaterna satsa sina ansträngningar inom en gemensam ram.
",sv,13
"(EL) La ringrazio per la sua risposta, signora Commissario.
",it,9
"v pisni obliki. - (IT) Pozdravljam sprejetje tega predloga in novih kazni.
",sl,11
"Alle Legislativvorschläge müssen an diesem Gesetz ausgerichtet werden.
",de,8
"4. Errichtung einer Europäischen Eisenbahnagentur (Änderung der Verordnung (EG) Nr. 881/2004) (
",de,9
"Dieu seul sait pourquoi les négociations se terminent toujours la nuit.
",fr,11
"Jeśli chodzi o rezerwę na pomoc nadzwyczajną, Rada przyjęła wniosek Komisji dotyczący środków na zobowiązania.
",pl,15
"Die italienische Bevölkerung ist zunehmend beschämt über ihre Regierung, und damit steht sie nicht allein.
",de,15
"Auguro a tutti buona fortuna in fase di espletamento.
",it,9
"Si cet enzyme est utilisé dans un aliment, les consommateurs doivent le savoir.
",fr,13
"Det er der grund til at være både stolt og tilfreds over.
",da,12
"A liderança tem de tomar uma posição face a estas questões.
",pt,11
"Europa kommer att bli mycket bättre förberett med detta paket om den ekonomiska styrningen.
",sv,14
"Il serait impensable et contre-productif d’empêcher ce genre d’aide.
",fr,12
"Todas estas cuestiones siguen sin resolverse.
",es,6
"- Po glasovanju:
",sl,2
"Wer ist kein Pazifist?
",de,4
"Vi må ikke kvæle disse lande i dette så vanskelige øjeblik.
",da,11
"(EN) Arvoisa puhemies, palveludirektiivi on uskoakseni tärkeimpiä Euroopan parlamentin hyväksymiä säädöksiä.
",fi,11
"Aber Sie können mir glauben, dieses Volk wünscht den Frieden auf beiden Seiten.
",de,13
"Je pense qu'elle est très équilibrée et très correcte.
",fr,10
"Gospod predsednik, tu stojim z mešanimi občutki med mojo zadnjo razpravo v tem Parlamentu.
",sl,14
"Avez-vous l'intention de discuter de ce sujet lors de ce sommet?
",fr,13
"Kalastusalalla on tärkeä merkitys kehitystaloudelle, meren elollisten luonnonvarojen kestävälle hoidolle ja täystyöllisyyden saavuttamiselle rannikkoyhteisöissä.
",fi,14
"Ma c'è da lamentarsene ?
",it,5
"E' questo un aspetto che merita la nostra attenzione.
",it,9
"Derefter forbrugerens ret til information.
",da,5
"Jak by tento trh měl být kontrolován?
",cs,7
"Prendiamo atto, al riguardo, dell'impegno del gruppo socialista.
",it,9
"Jeśli chodzi o wartości, o których mówiłem - są to wartości, którym jesteśmy stale wierni.
",pl,14
"Das Bauwesen braucht nach 20 Jahren der Existenz einer Richtlinie eine neue Regelung.
",de,12
"Vesittämällä päivittäisen raja-arvon vai ryhtymällä toimiin pilaantumisongelman ratkaisemiseksi?
",fi,9
"Paní předsedající, děkuji za tuto zprávu.
",cs,6
"Ja, wir haben in den letzten Jahren Fortschritte erzielt, aber nicht genügend.
",de,12
"v imenu skupine ALDE. - Gospod predsednik, večina nas priznava koristi preseljevanja.
",sl,11
"Se sisältää kaiken, mitä me tällä hetkellä teemme, ja se on aika paljon.
",fi,13
"Στα συμπεράσματα του Συμβουλίου σημειώνω ειδικότερα την αναφορά σε έναν παγκόσμιο φόρο οικονομικών συναλλαγών.
",el,14
"Det sker alltid genom ett motsägelseförfarande.
",sv,6
"Die gegenwärtigen Aktivitäten dürften den Mitgliedstaaten zumindest als Alarmsignal gedient haben.
",de,11
"Nadie pisó la isla del teatro en Guben durante 50 años.
",es,10
"Wir müssen deshalb weiterhin an die Kommission appellieren, diese Probleme zu lösen.
",de,12
"Taki rodzaj oporu to terroryzm i z naszego punktu widzenia nie podlega negocjacjom.
",pl,13
"Es wurden keine Einwände erhoben, als dieser Punkt in die Tagesordnung aufgenommen wurde.
",de,13
"J'exhorte le Conseil à continuer à surveiller cette situation explosive.
",fr,11
"Jäljelle jää Kirgisia.
",fi,3
"Os cidadãos serão confrontados com um duplo aumento dos preços da energia.
",pt,12
"Pitkällä aikavälillä valtioita ei kuitenkaan voida pelastaa, eikä niitä pitäisi pelastaa.
",fi,11
"Do meu ponto de vista encontramo-nos, agora, no caminho certo.
",pt,11
"Nie mówię, że będzie łatwo.
",pl,5
"Ten kryzys wymaga od UE i państw członkowskich niezwłocznego i efektywnego działania.
",pl,12
"Chcemy ułatwić i uprościć życie nie tylko państwom członkowskim, ale również wnioskodawcom.
",pl,12
"Käsittääkseni se oli jotakin aivan muuta.
",fi,6
"Ein Haushaltsplan, der aus Euroskepsis heraus geboren wurde, wird diese Euroskepsis nur noch weiter nähren.
",de,15
"(Parlamentet antog resolutionen.)
",sv,3
"Det som föredraganden har gjort av det, gör saken ännu svårare.
",sv,11
"Heure des votes (suite)
",fr,4
"Neste momento a Comissão pretende traduzir os resultados dessas consultas num número concreto de acções.
",pt,15
""" Ευρωπαϊκή Ένωση αντιμετωπίζει αυτές τις σημαντικές προκλήσεις, οι οποίες αφορούν άμεσα το μέλλον της.
",el,14
"Vorrei rispondere all'onorevole Bradbourn riguardo ai dati personali.
",it,9
"A UE tem, no caso da Birmânia, a possibilidade de defender a dignidade humana.
",pt,14
"Godkendelse af protokollen fra det foregående møde: se protokollen
",da,9
"(HU) Gospod predsednik, poročevalka je opravila odlično delo.
",sl,8
"Der findes en energi- og transportpolitik for en håndfuld koncerner.
",da,10
"Selbst in meinem Heimatland, dem kleinsten in der Europäischen Union, ist der Anteil ja höher.
",de,15
"Questa crisi avrebbe potuto essere risolta, ne sono sicuro: in democrazia le crisi sono risolvibili.
",it,15
"Αυτό που κάνει η κ. Merkel αποτελεί μια τέτοια δοκιμασία αντοχής για το ευρώ.
",el,14
"Et green card alene - som det er planlagt i Tyskland - gør ingen mester.
",da,13
"(HU) La ringrazio, signor Presidente.
",it,5
"Komitet nie spotykał się od dwóch lat.
",pl,7
"Es ist 10.57 Uhr und um 12.00 Uhr stimmen wir ab.
",de,9
"On tehtävä enemmän, on lisättävä uudistusten vauhtia.
",fi,7
"(EN) Monsieur le Président, je ne suis pas M. Veraldi, je suis M. Matsakis.
",fr,14
"Vi har rätt att insistera och det gör vi.
",sv,9
"Ich bitte die Dolmetscher um Entschuldigung.
",de,6
"Como Comissão, precisamos de gerir eficazmente os vários processos por infracção.
",pt,11
"Myönnytyksen tukemisen sijaan meidän pitäisi tukea laillista Iranin oppositiota.
",fi,9
"Morda bi se za začetek zahvalil komisarju Kallasu za njegovo vztrajnost v teh petih dneh.
",sl,15
"Zrobią dokładnie tak, jak wcześniej zadecydowali.
",pl,6
"Néanmoins, deux ou trois points m'interpellent tout particulièrement.
",fr,9
"República Democrática del Congo: enfrentamientos en las zonas fronterizas orientales (votación)
",es,11
"Das ist wirklich ein Gedanke, der bereits in den Maastricht-Kriterien berücksichtigt werden müßte.
",de,14
"Presidente Prodi, lei ha fatto dichiarazioni molto importanti e interessanti sulla libera circolazione delle persone.
",it,15
"Il est possible qu'en 2006, en fonction des expériences nationales, cela puisse changer.
",fr,13
"Θα ήθελα να ευχαριστήσω ειλικρινά τους εισηγητές, τους συντονιστές των πολιτικών ομάδων και τη Γραμματεία.
",el,15
"zpravodajka. - (ES) Pane předsedající, pokusím se postupovat systematicky.
",cs,8
"Los sistemas de TI no siempre se han adaptado a las necesidades.
",es,12
"Jag tackar alltså kommissionen för det.
",sv,6
"Execução das regras de concorrência
",pt,5
"Αυτό θα ήταν εντελώς εσφαλμένο.
",el,5
"Nekritizujte mě proto za přílišné zdůrazňování hospodářských věcí!
",cs,8
"- (PL) Señora Presidenta, también me gustaría felicitar y agradecer al Señor Florenz su excelente informe.
",es,15
"Vorrei chiedere al Commissario, signora Wallström, di esprimersi, se possibile, sull' emendamento n.
",it,13
"Han sagde: ""for en gangs skyld gør Kommissionen noget"".
",da,9
"Non si tratta di una decisione presa alla leggera.
",it,9
"(BG) Arvoisa puhemies, haluan onnitella esittelijää, jäsen Coelhoa, hänen harvinaisen tasapainoisesta ja myönteisestä mietinnöstään.
",fi,14
"V Lotyšsku bychom samozřejmě chtěli poněkud menší cíle: 45 % do roku 2016 a 65 % do roku 2020.
",cs,13
"Jag är i alla fall i egenskap av föredragande mot detta.
",sv,11
"Det är helt klart nödvändigt för en inre marknad.
",sv,9
"Derfor kræves det, at EU forhandler sig frem til en ny aftale.
",da,12
"Během roku 2009 Burundi, Togo a stát USA Nové Mexiko zrušily trest smrti.
",cs,12
"Ensimmäisessä toimessa vähennettäisiin jyrkästi unionin riippuvuutta Venäjän energiasta.
",fi,8
"Transport- og Turismeudvalget foreslår i den forbindelse nogle løsningsmodeller.
",da,9
"Debemos preparar el camino para la revisión de los tiempos de conducción y descanso.
",es,14
"Heureusement, l'article 7 donne encore la possibilité d'exempter certains produits de ces obligations.
",fr,14
"Há bons exemplos que podem ser encontrados em toda parte.
",pt,10
"Je ne dois pas allonger la liste plus avant.
",fr,9
"Terão igualmente de ser levadas a cabo acções no domínio da agricultura e da pesca.
",pt,15
"Pomoc musi dotrzeć do setek tysięcy ludzi dotkniętych tragedią.
",pl,9
"Aujourd'hui, des rapports dignes de ce nom font défaut dans ce domaine.
",fr,13
"Ρεαλιστικά, θα πρέπει να σημειώσουμε σημαντική πρόοδο.
",el,7
"Och vad säger det här om SFOR-militärernas juridiska ställning?
",sv,10
"Tvärtom, saken försämrades.
",sv,3
"(A acta é aprovada.)
",pt,4
"Nun komme ich zu den Punkten, in denen wir mit dem Berichterstatter übereinstimmen.
",de,13
"Non ci serve una guerra, è più semplice rovinare un paese piuttosto che ricostruirlo.
",it,14
"Mange af de nye regler kan slet ikke kontrolleres.
",da,9
"Το περιεχόμενο της ΠΣΕ πρέπει επομένως να παραμεριστεί.
",el,8
"Θα επιτρέψει την αύξηση του ανταγωνισμού και των επιλογών για τους πολίτες που ταξιδεύουν.
",el,14
"Näitä kriteereitä - etenkin valtion velan ja budjettivajeen tutkintaa - on tahallaan tulkittu virheellisesti.
",fi,12
"Anfrage Nr. 34 von (H-0786/01):
",de,4
"Menim, da osnutek resolucije nikakor ne zagotavlja potrebne pravne varnosti.
",sl,10
"Zato sem ga želel predstaviti sedaj.
",sl,6
"Artikel 7 lyder således:
",da,3
"Det är levande varelser, vilkas välmående måste eftersträvas.
",sv,8
"Hon grundade detta på våra handelsrelationer med Förenade kungariket och med resten av Europa.
",sv,14
"Ωστόσο, θα προσέθετα και αυτό: αλλιώς, η κοινωνία υποσκάπτει το μέλλον της στο σύνολό του.
",el,15
"Επικροτώ τα σαφή αιτήματα που ορίζονται στην παρούσα έκθεση.
",el,9
"Ko so težave v Evropi, se ljudje zberejo v Bruslju: več združevanja.
",sl,12
"Les problèmes auxquels ma région doit faire face actuellement sont aigus.
",fr,11
"Tel est d'ailleurs l'objectif du plan d'action pour les services financiers.
",fr,14
"Ulighed gennemsyrer hele samfundet.
",da,4
"Conclusione: riforme sociali, sì; dumping sociale, no.
",it,7
"Teraz odbędzie się głosowanie.
",pl,4
"Kun Europa kan løse disse problemer effektivt og give vores lande velfærd og sikkerhed.
",da,14
"Mais je reviendrai sur ce sujet au cours du prochain débat.
",fr,11
"To je zagon, ki ga je treba izkoristiti brez odlašanja.
",sl,10
"Další kroky na základě postojů a usnesení Parlamentu: viz zápis.
",cs,10
"Herättyään nyt karmivaan todellisuuteen he eivät etsi syytä tapahtumiin tietenkään itsestään vaan maan hallituksesta.
",fi,14
"Declarações escritas (artigo 142.º)
",pt,4
"La pazienza, l' esitazione a gettarsi a capofitto nella lotta a problemi difficili e complessi.
",it,15
"Pourquoi ne pas impliquer la population également?
",fr,7
"Sarebbe molto più accettabile il termine 'politicamente neutrale'.
",it,8
"Av det ni sagt förstår jag att det inte är något som ni förespråkar.
",sv,14
"Proto také víme, že Parlament učiní k tomuto tématu zítra prohlášení.
",cs,11
"Proizvodne obrate, ki dostavljajo preveč, bo prosila, da sežejo globlje v žep.
",sl,12
"Jag beklagar att jag inte kan komma med några närmare utläggningar om det.
",sv,13
"Beides passt nicht zusammen.
",de,4
"Jag har redan talat för mycket om ändringsförslagen.
",sv,8
"Nous le savons tous.
",fr,4
"Sehr oft lautet der Ratschlag, eine Petition an das Europäische Parlament zu richten.
",de,13
"Derfor fortsætter arbejdet med dette spørgsmål.
",da,6
"Trh to zreguloval, ale odnese to americký daňový poplatník.
",cs,9
"Proces ratifikace musí pokračovat.
",cs,4
"Nach der Tagesordnung folgt die Aussprache über aktuelle, dringliche und wichtige Fragen.
",de,12
"Děkuji vám.
",cs,2
"Poleg tega je svoje poročilo predložilo tudi Računsko sodišče.
",sl,9
"Snad tomu tak bude, ale ještě bychom neměli začít tleskat.
",cs,10
"Suites données aux positions et résolutions du Parlement: voir procès-verbal
",fr,11
"Lad os mødes.
",da,3
"Ta razprava kaže, da je Črno morje zdaj osrednja točka evropske politike in evropskih politikov.
",sl,15
"Elogio por lo tanto a la ponente por su precisión.
",es,10
"Mam dwie uwagi dotyczące przedstawionych tu środków:
",pl,7
"To, co děláme, bude mít samozřejmě velký dopad.
",cs,8
"Το μόνο που μπορούμε να κάνουμε είναι να τις περιγράψουμε μία προς μία.
",el,13
"Pääasiassa käytetään pelottelutaktiikkaan kuuluvia perusteluja, kuten pedofiliaan, terrorismiin, huumeisiin tai asekauppaan liittyviä argumentteja.
",fi,13
"Sul bilancio della Commissione vi sono quattro punti di rilievo.
",it,10
"Jest kwestia integralności terytorialnej i kwestia suwerenności i o nich właśnie rozmawiamy w przypadku Gruzji.
",pl,15
"O Mercosul quase se dissolveu na Cimeira de 2007.
",pt,8
"Ciò fornirebbe una buona base per un Trattato modificato.
",it,9
"Jeg vil tilslutte mig det, andre talere har sagt.
",da,9
"Apertura della seduta
",it,3
"En tulkitse tarkistusta näin, eikä tällainen tarkistus olisi tarpeen terroristitekojen tukijoiden paljastamiseksi.
",fi,12
"Zakaj se otrok ne uči v njihovem maternem jeziku?
",sl,9
"La durée moyenne de traitement des plaintes est passée de 13 mois à 9 mois.
",fr,13
"To je rána udržitelnému evropskému pobřežnímu rybolovu, odvětví, kterému by se mělo dostat zvláštní péče.
",cs,15
"niejasne zasady współfinansowania;
",pl,3
"Ho reagito con tristezza e indignazione alla notizia dell'attentato alla giornalista russa Anna Politkovskaja.
",it,15
"Espero que não seja verdade!
",pt,5
"La Commission présentera une communication à ce sujet en 2010.
",fr,9
"Presentazione di documenti: vedasi processo verbale
",it,6
"Siinä on tulevaisuus.
",fi,3
"Dessutom har kommissionen lagt fram ett förslag om tillgång till rättslig prövning i miljöfrågor.
",sv,14
"Lo respeto y aprecio mucho su contribución.
",es,7
"Kommer vi då att investera i barnens framtid i EU?
",sv,10
"Rahoituskriisi on osoittanut jälleen kerran, että eläkerahastoja on käsiteltävä viisaasti.
",fi,10
"(Predsednik je prekinil govornika)
",sl,4
"Te omejitve spodbujajo prakso neprijavljenega dela in bi jih bilo treba zato čim prej odpraviti.
",sl,15
"Vi taler ikke om Samhørighedsfonden.
",da,5
"Asia merkitään muistiin, ja kirjattakoon se näin pöytäkirjaan.
",fi,8
"No obstante, podríamos apoyar la propuesta de compromiso sobre otros aspectos.
",es,11
"O inquérito fornece alguns elementos para responder.
",pt,7
"Tarve merkintäjärjestelmien käyttöönotosta mainitaan jo alaikäisten ja ihmisarvon suojelua koskevissa suosituksissa.
",fi,11
"Voy a aclararles esto con un ejemplo.
",es,7
"Že dolgo je očitno, da je bil boj za neodvisnost Kosova enosmerna ulica.
",sl,13
"La política de derechos humanos realmente debe coordinarse a escala general de la UE.
",es,14
"Uns auch.
",de,2
"Υπέρ του καπνού, αντιθέτως, συνηγορεί και η ιδιαίτερα οικονομικά αποδοτική παραγωγή του.
",el,12
"Aus all diesen Gründen möchte ich erneut an die europäische Solidarität appellieren.
",de,12
"Maaperään liittyvät ongelmat ovat lähes aina paikallisia ja alueellisia.
",fi,9
"No debemos limitarnos a llorar con Al Gore, sino que también debemos buscar una solución.
",es,15
"Jeg støtter bemærkningerne fra alle dem, der allerede har deltaget i debatten.
",da,12
"Je voudrais savoir ceci: à quoi décidons-nous d'accorder la priorité?
",fr,12
"Δεν ξέρω αν πρόκειται για μυωπία ή για πολιτική δειλία.
",el,10
"Dette er noget, jeg også har taget op ved alle mine besøg i ansøgerlandene.
",da,14
"Abbiamo la discussione e il Tempo per le interrogazioni.
",it,9
"Απλώς θα παρακαλούσα να επικεντρωθούμε στο θέμα αυτό και σε αυτή την πραγματικότητα.
",el,13
"Ne smemo si dovoliti, da se izgubimo v razpravah o opredelitvah in problemih merjenja.
",sl,14
"Uma vez que já foi tornado público, também o podemos debater aqui publicamente.
",pt,13
"Por eso no deben contener níquel.
",es,6
"Εφόσον ο κ. Pirker απουσιάζει, η ερώτηση υπ' αριθ. 18 (Η-0165/97) καταπίπτει.
",el,11
"- Έκθεση Kauppi
",el,2
"A relatora apresentou uma proposta de resolução muito equilibrada.
",pt,9
"Por conseguinte, é preciso que nos rendamos aos factos, deveremos fazer uma política realista.
",pt,14
"Indledningsvis vil jeg gerne lykønske hr. Adamou med denne glimrende betænkning.
",da,11
"In Camerun esiste un grave problema di illegalità.
",it,8
"Das ist hier nämlich der entscheidende Punkt.
",de,7
"Nyní se budeme zabývat energetikou a změnou klimatu.
",cs,8
"Wreszcie, potrzebujemy nowych publicznych źródeł finansowania.
",pl,6
"Komentarz pana posła Naranja Escobara był bardzo trafny i dotyczy zadania na przyszłość.
",pl,13
"Eppure, tuttora non esiste un accordo volto ad adottare una simile posizione comune.
",it,13
"V eurozóně mají praktiky ratingových agentur obzvláště negativní dopad na stabilitu eura.
",cs,12
"Prav tako dvojno čestitam Portugalski.
",sl,5
"Det ses også i den betænkning, vi har udarbejdet.
",da,9
"Stosowanie i wykładnia Regulaminu (zmiana art. 201 Regulaminu PE) (głosowanie)
",pl,9
"Ihre Erklärung von heute morgen war klar und eindringlich, und wir begrüßen dies.
",de,13
"Det, som vi har behov for, er et ægte ""udrykningsberedskab"".
",da,10
"Herr talman, jag vill också gärna tacka fru Oomen-Ruijten för hennes initiativbetänkande.
",sv,13
"Espero que sejam numerosos na altura da votação.
",pt,8
"Jag vill även lyfta fram diskrimineringen av kvinnor, vilket redan har tagits upp.
",sv,13
"La situación de los homosexuales es problemática en todo el mundo.
",es,11
"É isso que consta do projecto de Constituição.
",pt,8
"Til efteråret vil Kommissionen aflægge rapport om de fremskridt, der er sket i denne henseende.
",da,15
"Mnogo poslancev je govorilo o vprašanju Grčije.
",sl,7
"Er der lige løn?
",da,4
"En viktig faktor under hela arbetet har varit vår inriktning på tillverkarens ansvar.
",sv,13
"Joukkotuhoaseista totean, että pidämme valtavan tärkeänä niiden leviämisen estämistä ja niiden rakennusaineita koskevan turvallisuuden tehostamista.
",fi,15
"Naj pojasnim tudi, da Europol zdaj vodi zelo sposoben Britanec.
",sl,10
"Zdaj pa pri prvi spremembi Pogodbe delamo ravno nasprotno.
",sl,9
"Przerwa w obradach
",pl,3
"Če je tako, smo se pripravljeni boriti z vami vse do konca.
",sl,12
"Lentement, mais sûrement, en Europe, les Européens sont victimes d'un nettoyage ethnique.
",fr,13
"Uporaba informacijske tehnologije za carinske namene (razprava)
",sl,7
"Si vous avez un appui suffisant au Conseil, lâchez-vous.
",fr,10
"Trooppisten metsien suojelu on ehdottoman tärkeää ekosysteemiemme tasapainon säilyttämiseksi.
",fi,9
"Det er en af Parlamentets vigtige opgaver.
",da,7
"La Commission se prépare déjà à ces négociations, qui devraient débuter dans les prochains mois.
",fr,15
"Vedrørende Parlamentets magt skal markeds- og prispolitikken fortsat være obligatoriske udgifter, og det accepterer vi.
",da,15
"Πολλοί αμφιβάλλουν.
",el,2
"Nyní nastal čas, abychom tomuto slibu dostáli.
",cs,7
"Potřebujeme vyhodnotit klady a zápory ve světle dnešních skutečností.
",cs,9
"Υπάρχουν ορισμένες αρχές και πρακτικές που πρέπει να διαφυλαχθούν.
",el,9
"Nous connaissons des difficultés, mais ces dernières donnent lieu à une résurrection, à une renaissance.
",fr,15
"Někteří lidé řekli, že je to vlajková loď.
",cs,8
"Non essendovi mai stato lo ignoro.
",it,6
"(Formanden afbrød taleren)
",da,3
"Säännöstenyhteensovittamista on johdonmukaisesti vietävä eteenpäin ja se on saatettava vihdoinkin päätökseen.
",fi,11
"Η Λευκή Βίβλος προβλέπει φάση διαβουλεύσεων έως το Μάρτιο 2002.
",el,9
"Der er behov for et meget større budget, hvis vi skal opnå støtte fra sektoren.
",da,15
"Enligt klaganden medförde detta betydande risker för både personal och patienter.
",sv,11
"Einer davon war besonders wichtig, betraf er doch die Vermarktung der Fernsehübertragungsrechte an Fußballspielen.
",de,14
"La raison en est que nous ne pouvons créer l'efficacité sans la concurrence.
",fr,14
"Ensimmäinen on tiedonsaanti.
",fi,3
"Dies ist nicht der Fall.
",de,5
"Ιαπωνία, η Αυστραλία και οι ""ΠΑ αναπτύσσουν όλες δραστηριότητα στην περιοχή.
",el,11
"Συγχαίρουμε επίσης τον κύριο Verheugen για την πρωτοβουλία που έλαβε σχετικά με όλα αυτά.
",el,14
"Un grand merci à la Commission européenne pour toute son aide dans ces travaux.
",fr,14
"Sarà allora che verrà in qualche modo chiamata in causa la responsabilità politica del Consiglio.
",it,15
"Ett enat Europa eller ett enat Europa-Asien?
",sv,8
"Den indenrigspolitiske situation i Libanon er yderst skrøbelig efter mordet på den tidligere premierminister Hariri.
",da,15
"Vi delte moldovernes begejstring over en ny fremtid.
",da,8
"Euroopan kannalta tämä tietää aina hyvää.
",fi,6
"Yhteisestä kannasta keskusteltiin kiivaasti neuvostossa tämän asian yhteydessä, ja siellä onnistuttiin pääsemään herkkään sopuratkaisuun.
",fi,14
"Questa frase mi sembrava importante ed è stata soppressa.
",it,9
"Kommunikation indebærer imidlertid også sandhed og klarhed.
",da,7
"Drugič, omenili ste evropska sredstva, ki naj bi olajšala socialni pritisk na delavce.
",sl,13
"Rolnictwo europejskie wnosi wkład w realizację unijnych celów złagodzenia skutków zmian klimatu wyznaczonych na 2020 rok.
",pl,15
"Nous voulons avoir grâce à lui une politique étrangère cohérente et uniforme.
",fr,12
"Onorevoli colleghi, risponderò alla domanda.
",it,5
"No ha sido porque bombardeáramos Serbia con las fuerzas de la OTAN.
",es,12
"Não vai perfurar até centenas de metros só para verificar uma medida - de modo algum!
",pt,15
"(La séance, suspendue à 20 h 30, est reprise à 21 heures)
",fr,9
"O limite estabelecido é 90%.
",pt,4
"Signor Presidente, signor Commissario, ho seguito con grande attenzione le sue considerazioni.
",it,12
"Evropští občané oprávněně očekávají, že budeme dělat svoji práci účinně a transparentně.
",cs,12
